"rowid","household_number","survey_year","reference_quarter","province","capital","sex","place_birth","age","nationality","formal_educ_system","professional_training","retirement_status","household_duties","part-time_empl","reason_reduced_work","search_work","search_reason","JORB","search_steps","search_method","search_months","availability","relation_to_activity1","relation_to_activity2","main_occupation","main_activity","main_prof_situation","main_sector","contract_type","hours","relationship","elevator","matricule"
8205,3610,2023,1,20,3,6,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,1,"175.0686","8205_3610"
8206,3610,2023,1,20,3,1,1,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,9,4,2,1,40,2,"191.5601","8206_3610"
8207,3611,2023,1,48,9,6,1,12,1,"N","N",4,1,NA,NA,"S",6,2,"S",5,15,"S",2,5,9,9,4,1,NA,NA,1,"242.7569","8207_3611"
8208,3612,2023,1,20,3,6,1,18,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,1,"119.3659","8208_3612"
8209,3613,2023,1,48,9,6,2,17,1,"N","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,9,10,4,2,NA,NA,1,"299.2613","8209_3613"
8210,3613,2023,1,48,9,1,1,12,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,4,4,2,1,40,3,"187.1524","8210_3613"
8211,3614,2023,1,48,1,6,2,17,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,10,2,NA,NA,NA,1,"152.7162","8211_3614"
8212,3614,2023,1,48,1,1,2,15,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,7,2,4,2,NA,NA,4,"152.7525","8212_3614"
8213,3615,2023,1,48,9,1,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,1,4,2,1,40,1,"93.047","8213_3615"
8214,3615,2023,1,48,9,6,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,40,2,"86.5804","8214_3615"
8215,3616,2023,1,48,9,6,2,14,1,"N","N",2,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,2,9,4,1,NA,NA,2,"146.0977","8215_3616"
8216,3616,2023,1,48,9,1,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,2,4,2,NA,NA,1,"146.1324","8216_3616"
8217,3617,2023,1,48,9,1,1,13,1,"N","N",2,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,8,2,4,2,NA,NA,1,"220.3843","8217_3617"
8218,3617,2023,1,48,9,6,1,12,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,2,4,2,1,40,2,"199.4847","8218_3617"
8219,3618,2023,1,20,9,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"180.8327","8219_3618"
8220,3618,2023,1,20,9,1,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,2,4,2,1,39,1,"199.2308","8220_3618"
8221,3618,2023,1,20,9,6,1,5,1,"N","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,2,9,4,2,NA,NA,3,"188.3434","8221_3618"
8222,3618,2023,1,20,9,6,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,2,4,2,1,39,2,"187.3535","8222_3618"
8223,3619,2023,1,20,9,6,2,12,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,4,2,NA,NA,1,"149.4741","8223_3619"
8224,3619,2023,1,20,9,1,1,7,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,40,3,"175.4589","8224_3619"
8225,3620,2023,1,48,9,6,1,12,1,"N","N",4,1,NA,NA,"S",6,1,"S",7,9,"S",2,5,9,4,4,2,NA,NA,1,"196.7409","8225_3620"
8226,3620,2023,1,48,9,1,1,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,1,40,2,"191.7679","8226_3620"
8227,3621,2023,1,1,2,6,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,4,4,2,5,40,1,"192.1374","8227_3621"
8228,3622,2023,1,20,3,6,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,3,NA,NA,NA,1,"124.1629","8228_3622"
8229,3623,2023,1,48,9,6,2,18,1,"N","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,9,9,4,2,NA,NA,1,"192.7971","8229_3623"
8230,3624,2023,1,48,9,1,2,18,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,2,4,2,NA,NA,1,"156.5709","8230_3624"
8231,3624,2023,1,48,9,6,2,17,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,1,5,NA,NA,NA,2,"156.5337","8231_3624"
8232,3625,2023,1,1,2,6,2,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,9,4,1,NA,NA,2,"135.1656","8232_3625"
8233,3625,2023,1,1,2,1,1,15,1,"N","N",2,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,7,8,4,2,NA,NA,1,"128.8368","8233_3625"
8234,3626,2023,1,20,9,6,1,13,1,"N","N",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,4,8,4,1,1,0,1,"201.381","8234_3626"
8235,3627,2023,1,20,9,6,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,2,"122.6189","8235_3627"
8236,3627,2023,1,20,9,1,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,6,1,4,2,NA,NA,1,"115.5376","8236_3627"
8237,3628,2023,1,1,2,1,3,11,2,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,1,40,1,"211.609","8237_3628"
8238,3628,2023,1,1,2,6,3,11,2,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,9,8,4,2,1,34,2,"201.813","8238_3628"
8239,3628,2023,1,1,2,6,1,3,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"154.4756","8239_3628"
8240,3629,2023,1,20,9,6,1,7,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,25,1,"181.8059","8240_3629"
8241,3630,2023,1,1,9,1,1,3,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"72.6462","8241_3630"
8242,3630,2023,1,1,9,6,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,1,9,4,1,5,40,1,"76.7835","8242_3630"
8243,3630,2023,1,1,9,1,1,9,1,"S","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,8,4,2,1,40,2,"93.3548","8243_3630"
8244,3630,2023,1,1,9,1,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"72.6462","8244_3630"
8245,3630,2023,1,1,9,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"77.3812","8245_3630"
8246,3631,2023,1,1,9,1,1,15,1,"N","N",2,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,4,2,4,2,NA,NA,2,"44.6101","8246_3631"
8247,3631,2023,1,1,9,6,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,2,4,2,NA,NA,1,"46.8015","8247_3631"
8248,3632,2023,1,1,2,6,3,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,2,4,2,1,40,1,"154.6355","8248_3632"
8249,3632,2023,1,1,2,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"154.659","8249_3632"
8250,3632,2023,1,1,2,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"154.659","8250_3632"
8251,3633,2023,1,48,9,1,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,3,4,2,NA,NA,1,"190.9023","8251_3633"
8252,3633,2023,1,48,9,6,1,11,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,9,4,2,5,35,2,"111.9196","8252_3633"
8253,3634,2023,1,20,9,1,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,2,NA,NA,NA,1,"213.5868","8253_3634"
8254,3634,2023,1,20,9,6,1,13,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,4,2,NA,NA,NA,2,"144.1417","8254_3634"
8255,3634,2023,1,20,9,1,1,7,1,"N","N",4,2,1,4,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,1,32,3,"170.5042","8255_3634"
8256,3635,2023,1,20,9,1,2,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,8,4,2,1,40,1,"229.3425","8256_3635"
8257,3635,2023,1,20,9,6,1,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,31,2,"195.9978","8257_3635"
8258,3635,2023,1,20,9,6,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"199.8015","8258_3635"
8259,3635,2023,1,20,9,1,1,1,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"181.3128","8259_3635"
8260,3636,2023,1,1,9,1,1,17,1,"N","N",2,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,6,1,2,NA,NA,NA,1,"23.7903","8260_3636"
8261,3637,2023,1,20,3,1,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,1,"160.1353","8261_3637"
8262,3637,2023,1,20,3,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"146.3824","8262_3637"
8263,3637,2023,1,20,3,6,2,9,1,"N","N",4,1,1,2,"S",4,1,"S",5,27,"S",1,2,7,2,4,2,1,40,2,"167.9239","8263_3637"
8264,3637,2023,1,20,3,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"146.3824","8264_3637"
8265,3638,2023,1,1,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"39.8711","8265_3638"
8266,3638,2023,1,1,9,6,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,9,4,2,5,39,2,"44.4675","8266_3638"
8267,3638,2023,1,1,9,1,1,10,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,2,3,NA,NA,40,1,"46.7087","8267_3638"
8268,3638,2023,1,1,9,6,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,4,2,NA,NA,4,"89.3956","8268_3638"
8269,3638,2023,1,1,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"39.8711","8269_3638"
8270,3639,2023,1,48,9,6,1,11,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,4,2,1,38,1,"175.6346","8270_3639"
8271,3639,2023,1,48,9,1,1,7,1,"N","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,4,4,4,2,NA,NA,3,"280.7577","8271_3639"
8272,3640,2023,1,1,9,1,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,1,"127.7729","8272_3640"
8273,3640,2023,1,1,9,6,1,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,2,4,2,NA,NA,2,"134.0495","8273_3640"
8274,3640,2023,1,1,9,1,1,7,1,"N","N",4,3,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,3,4,2,5,40,3,"97.7781","8274_3640"
8275,3641,2023,1,48,9,1,2,18,1,"N","N",2,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,9,2,4,2,NA,NA,1,"163.4301","8275_3641"
8276,3641,2023,1,48,9,6,2,18,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,4,4,2,NA,NA,2,"163.3913","8276_3641"
8277,3642,2023,1,48,1,6,1,18,1,"N","N",2,4,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,4,6,4,2,NA,NA,1,"186.5775","8277_3642"
8278,3643,2023,1,48,9,6,1,10,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,35,1,"213.421","8278_3643"
8279,3643,2023,1,48,9,1,1,10,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,2,2,4,2,1,0,2,"244.2713","8279_3643"
8280,3643,2023,1,48,9,6,1,4,1,"S","S",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"247.644","8280_3643"
8281,3643,2023,1,48,9,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"231.7157","8281_3643"
8282,3644,2023,1,48,1,1,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,3,3,4,2,NA,NA,1,"176.9262","8282_3644"
8283,3645,2023,1,20,9,6,2,7,1,"N","S",1,1,NA,NA,"S",4,2,"S",3,2,"S",1,3,2,9,4,1,1,3,1,"232.3766","8283_3645"
8284,3645,2023,1,20,9,1,2,7,1,"N","S",4,2,1,4,"N",NA,NA,"",NA,NA,"",1,2,3,8,4,2,1,40,2,"179.3091","8284_3645"
8285,3646,2023,1,48,1,6,1,15,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,9,9,4,1,NA,NA,1,"172.2686","8285_3646"
8286,3647,2023,1,20,9,1,1,14,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,1,40,1,"130.7719","8286_3647"
8287,3647,2023,1,20,9,6,2,13,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,10,4,2,NA,NA,2,"138.7869","8287_3647"
8288,3648,2023,1,1,2,6,1,16,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,2,"327.9992","8288_3648"
8289,3648,2023,1,1,2,1,1,8,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,10,4,2,1,40,3,"175.7103","8289_3648"
8290,3648,2023,1,1,2,1,1,16,1,"N","N",2,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,8,2,4,2,NA,NA,1,"312.6414","8290_3648"
8291,3649,2023,1,48,9,6,1,17,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,1,"282.4568","8291_3649"
8292,3649,2023,1,48,9,6,1,12,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,2,NA,NA,35,3,"199.5052","8292_3649"
8293,3650,2023,1,48,9,6,2,18,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,10,4,2,NA,NA,1,"199.9112","8293_3650"
8294,3651,2023,1,1,9,1,1,13,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,2,"40.7037","8294_3651"
8295,3651,2023,1,1,9,1,3,5,2,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,4,4,2,1,40,3,"82.0559","8295_3651"
8296,3651,2023,1,1,9,1,3,13,1,"N","N",3,2,NA,NA,"N",NA,NA,"",NA,NA,"",4,7,5,4,4,2,NA,NA,4,"39.9691","8296_3651"
8297,3651,2023,1,1,9,6,3,13,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,1,2,8,2,NA,NA,50,1,"40.9175","8297_3651"
8298,3652,2023,1,1,9,6,1,13,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,3,9,4,2,1,40,2,"64.0499","8298_3652"
8299,3652,2023,1,1,9,1,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,1,"126.7228","8299_3652"
8300,3653,2023,1,48,9,6,1,13,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,7,4,2,1,40,1,"224.8935","8300_3653"
8301,3654,2023,1,1,9,1,1,12,1,"N","S",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,9,4,1,1,35,1,"43.6311","8301_3654"
8302,3655,2023,1,1,2,1,1,10,1,"S","S",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,5,9,4,1,NA,NA,1,"198.4536","8302_3655"
8303,3656,2023,1,48,9,1,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,3,2,4,2,NA,NA,1,"174.2934","8303_3656"
8304,3656,2023,1,48,9,6,2,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,2,8,4,2,NA,NA,2,"174.252","8304_3656"
8305,3657,2023,1,1,2,1,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,2,4,2,1,40,1,"208.0885","8305_3657"
8306,3658,2023,1,48,1,6,2,17,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,4,4,2,NA,NA,4,"264.6637","8306_3658"
8307,3658,2023,1,48,1,6,3,10,2,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,1,5,10,4,2,1,60,1,"205.5663","8307_3658"
8308,3658,2023,1,48,1,1,1,9,1,"N","N",4,1,NA,NA,"S",6,2,"S",1,2,"S",2,5,4,9,4,2,NA,NA,2,"220.332","8308_3658"
8309,3659,2023,1,1,9,6,3,12,1,"N","N",4,1,2,2,"S",3,2,"S",4,2,"S",1,3,9,8,4,2,5,5,1,"44.2012","8309_3659"
8310,3659,2023,1,1,9,1,1,5,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,1,6,1,2,NA,NA,50,3,"46.0748","8310_3659"
8311,3660,2023,1,20,9,1,1,10,1,"N","N",4,2,1,2,"N",NA,NA,"",NA,NA,"",1,2,8,2,4,2,1,40,3,"155.0407","8311_3660"
8312,3660,2023,1,20,9,6,1,15,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,5,NA,NA,NA,1,"250.8664","8312_3660"
8313,3660,2023,1,20,9,1,2,14,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,2,"236.3788","8313_3660"
8314,3661,2023,1,20,9,6,1,1,2,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"210.5417","8314_3661"
8315,3661,2023,1,20,9,6,3,2,2,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"210.5417","8315_3661"
8316,3661,2023,1,20,9,1,3,10,2,"N","N",4,3,1,2,"N",NA,NA,"",NA,NA,"",1,2,5,4,1,NA,NA,40,1,"231.9893","8316_3661"
8317,3661,2023,1,20,9,6,3,9,2,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,2,"265.3265","8317_3661"
8318,3662,2023,1,48,1,6,1,10,1,"N","N",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,4,8,4,2,1,0,1,"203.7549","8318_3662"
8319,3663,2023,1,20,3,6,1,9,1,"N","N",4,3,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,10,4,2,1,35,1,"159.6577","8319_3663"
8320,3664,2023,1,1,2,6,1,5,1,"S","N",4,1,NA,NA,"S",2,3,"S",7,7,"S",1,3,5,10,4,2,6,5,3,"164.2557","8320_3664"
8321,3664,2023,1,1,2,6,1,9,1,"N","N",4,1,NA,NA,"S",6,2,"S",7,78,"S",2,5,5,4,4,2,NA,NA,1,"163.3145","8321_3664"
8322,3664,2023,1,1,2,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"148.2824","8322_3664"
8323,3665,2023,1,48,9,1,1,9,1,"N","S",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,1,6,4,2,1,31,1,"267.6694","8323_3665"
8324,3665,2023,1,48,9,6,1,8,1,"N","N",4,1,1,4,"N",NA,NA,"",NA,NA,"",1,2,2,8,4,2,1,0,2,"259.5663","8324_3665"
8325,3665,2023,1,48,9,6,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"233.1051","8325_3665"
8326,3665,2023,1,48,9,6,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"233.1051","8326_3665"
8327,3666,2023,1,48,9,6,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"257.7576","8327_3666"
8328,3666,2023,1,48,9,1,3,9,2,"N","N",4,3,2,2,"N",NA,NA,"",NA,NA,"",1,2,9,3,4,2,5,20,1,"391.5854","8328_3666"
8329,3666,2023,1,48,9,6,3,8,2,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,4,4,4,2,NA,NA,2,"309.244","8329_3666"
8330,3666,2023,1,48,9,1,1,1,2,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"319.157","8330_3666"
8331,3666,2023,1,48,9,1,3,11,2,"N","S",4,1,NA,NA,"S",6,2,"N",NA,51,"S",4,4,9,3,4,2,NA,NA,4,"260.3009","8331_3666"
8332,3667,2023,1,1,9,1,1,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,4,3,NA,NA,40,1,"41.8633","8332_3667"
8333,3667,2023,1,1,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"32.9699","8333_3667"
8334,3667,2023,1,1,9,1,1,1,1,"N","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"32.9699","8334_3667"
8335,3668,2023,1,48,1,6,2,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,2,4,2,1,40,2,"180.3772","8335_3668"
8336,3668,2023,1,48,1,1,1,10,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,4,4,2,1,40,1,"203.2583","8336_3668"
8337,3669,2023,1,48,1,1,2,13,1,"N","N",4,2,1,5,"N",NA,NA,"",NA,NA,"",1,2,1,5,4,2,1,0,1,"178.4449","8337_3669"
8338,3669,2023,1,48,1,6,1,12,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,2,"214.9994","8338_3669"
8339,3669,2023,1,48,1,1,1,7,1,"N","N",4,3,1,5,"N",NA,NA,"",NA,NA,"",1,2,2,2,4,2,5,0,3,"239.707","8339_3669"
8340,3670,2023,1,48,9,6,2,17,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,9,8,4,2,NA,NA,1,"158.6446","8340_3670"
8341,3670,2023,1,48,9,1,2,16,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,7,2,4,2,NA,NA,2,"158.6823","8341_3670"
8342,3671,2023,1,20,3,6,1,18,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,1,"122.7372","8342_3671"
8343,3672,2023,1,48,9,6,1,9,1,"N","N",4,1,1,3,"N",NA,NA,"",NA,NA,"",1,2,2,8,4,2,1,35,2,"136.8042","8343_3672"
8344,3672,2023,1,48,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"123.1091","8344_3672"
8345,3672,2023,1,48,9,1,2,9,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,2,8,3,NA,NA,40,1,"149.1364","8345_3672"
8346,3672,2023,1,48,9,1,1,2,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"123.1091","8346_3672"
8347,3673,2023,1,48,9,6,1,4,1,"S","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"251.6714","8347_3673"
8348,3673,2023,1,48,9,1,1,3,1,"S","",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"235.484","8348_3673"
8349,3673,2023,1,48,9,1,1,3,1,"S","N",4,2,NA,NA,"N",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"253.5313","8349_3673"
8350,3673,2023,1,48,9,6,1,10,1,"N","N",4,1,2,2,"N",NA,NA,"",NA,NA,"",1,2,2,8,2,NA,NA,20,2,"232.1029","8350_3673"
8351,3673,2023,1,48,9,1,1,11,1,"N","N",4,3,1,2,"N",NA,NA,"",NA,NA,"",1,2,9,2,4,2,1,40,1,"250.0113","8351_3673"
8352,3674,2023,1,20,9,1,1,3,1,"S","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,3,"175.5063","8352_3674"
8353,3674,2023,1,20,9,1,1,11,1,"N","N",4,3,1,2,"N",NA,NA,"",NA,NA,"",1,2,7,9,4,1,1,35,1,"191.0406","8353_3674"
8354,3674,2023,1,20,9,6,2,11,1,"N","N",4,1,1,2,"N",NA,NA,"",NA,NA,"",1,2,4,9,4,1,1,35,2,"180.4034","8354_3674"
8355,3674,2023,1,20,9,1,1,4,1,"S","N",4,3,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,3,"192.2291","8355_3674"
8356,3675,2023,1,1,2,6,2,17,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,1,"137.1533","8356_3675"
8357,3675,2023,1,1,2,1,2,17,1,"N","N",2,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,8,2,4,2,NA,NA,2,"130.7314","8357_3675"
8358,3676,2023,1,20,3,6,1,18,1,"N","N",4,1,NA,NA,"N",NA,NA,"",NA,NA,"",4,4,NA,NA,NA,NA,NA,NA,1,"211.1923","8358_3676"
